dia_simulacion;producto_codigo;producto_id;region;demanda_base;disrupcion_key;multiplicador_disrupcion;fuente
-6;OP-750;7;Amazonía;20;;1.0;base_principal
-6;OP-750;7;Andina;42;;1.0;base_principal
-6;OP-750;7;Caribe;36;;1.0;base_principal
-6;OP-750;7;Orinoquía;23;;1.0;base_principal
-6;OP-750;7;Pacífica;27;;1.0;base_principal
-6;OP-1L;8;Amazonía;33;;1.0;base_principal
-6;OP-1L;8;Andina;47;;1.0;base_principal
-6;OP-1L;8;Caribe;45;;1.0;base_principal
-6;OP-1L;8;Orinoquía;36;;1.0;base_principal
-6;OP-1L;8;Pacífica;38;;1.0;base_principal
-5;SV-750;1;Amazonía;39;;1.0;base_principal
-5;SV-750;1;Andina;60;;1.0;base_principal
-5;SV-750;1;Caribe;54;;1.0;base_principal
-5;SV-750;1;Orinoquía;48;;1.0;base_principal
-5;SV-750;1;Pacífica;53;;1.0;base_principal
-5;SV-1L;2;Amazonía;40;;1.0;base_principal
-5;SV-1L;2;Andina;57;;1.0;base_principal
-5;SV-1L;2;Caribe;48;;1.0;base_principal
-5;SV-1L;2;Orinoquía;43;;1.0;base_principal
-5;SV-1L;2;Pacífica;47;;1.0;base_principal
-5;ED-750;3;Amazonía;39;;1.0;base_principal
-5;ED-750;3;Andina;60;;1.0;base_principal
-5;ED-750;3;Caribe;53;;1.0;base_principal
-5;ED-750;3;Orinoquía;46;;1.0;base_principal
-5;ED-750;3;Pacífica;49;;1.0;base_principal
-5;ED-1L;4;Amazonía;24;;1.0;base_principal
-5;ED-1L;4;Andina;42;;1.0;base_principal
-5;ED-1L;4;Caribe;41;;1.0;base_principal
-5;ED-1L;4;Orinoquía;29;;1.0;base_principal
-5;ED-1L;4;Pacífica;33;;1.0;base_principal
-5;SR-750;5;Amazonía;32;;1.0;base_principal
-5;SR-750;5;Andina;56;;1.0;base_principal
-5;SR-750;5;Caribe;47;;1.0;base_principal
-5;SR-750;5;Orinoquía;41;;1.0;base_principal
-5;SR-750;5;Pacífica;44;;1.0;base_principal
-5;SR-1L;6;Amazonía;29;;1.0;base_principal
-5;SR-1L;6;Andina;51;;1.0;base_principal
-5;SR-1L;6;Caribe;43;;1.0;base_principal
-5;SR-1L;6;Orinoquía;33;;1.0;base_principal
-5;SR-1L;6;Pacífica;38;;1.0;base_principal
-5;OP-750;7;Amazonía;42;;1.0;base_principal
-5;OP-750;7;Andina;60;;1.0;base_principal
-5;OP-750;7;Caribe;52;;1.0;base_principal
-5;OP-750;7;Orinoquía;44;;1.0;base_principal
-5;OP-750;7;Pacífica;51;;1.0;base_principal
-5;OP-1L;8;Amazonía;26;;1.0;base_principal
-5;OP-1L;8;Andina;38;;1.0;base_principal
-5;OP-1L;8;Caribe;31;;1.0;base_principal
-5;OP-1L;8;Orinoquía;28;;1.0;base_principal
-5;OP-1L;8;Pacífica;29;;1.0;base_principal
-4;SV-750;1;Amazonía;31;;1.0;base_principal
-4;SV-750;1;Andina;48;;1.0;base_principal
-4;SV-750;1;Caribe;44;;1.0;base_principal
-4;SV-750;1;Orinoquía;40;;1.0;base_principal
-4;SV-750;1;Pacífica;41;;1.0;base_principal
-4;SV-1L;2;Amazonía;35;;1.0;base_principal
-4;SV-1L;2;Andina;50;;1.0;base_principal
-4;SV-1L;2;Caribe;46;;1.0;base_principal
-4;SV-1L;2;Orinoquía;36;;1.0;base_principal
-4;SV-1L;2;Pacífica;40;;1.0;base_principal
-4;ED-750;3;Amazonía;22;;1.0;base_principal
-4;ED-750;3;Andina;44;;1.0;base_principal
-4;ED-750;3;Caribe;36;;1.0;base_principal
-4;ED-750;3;Orinoquía;24;;1.0;base_principal
-4;ED-750;3;Pacífica;29;;1.0;base_principal
-4;ED-1L;4;Amazonía;24;;1.0;base_principal
-4;ED-1L;4;Andina;41;;1.0;base_principal
-4;ED-1L;4;Caribe;36;;1.0;base_principal
-4;ED-1L;4;Orinoquía;25;;1.0;base_principal
-4;ED-1L;4;Pacífica;33;;1.0;base_principal
-4;SR-750;5;Amazonía;26;;1.0;base_principal
-4;SR-750;5;Andina;45;;1.0;base_principal
-4;SR-750;5;Caribe;39;;1.0;base_principal
-4;SR-750;5;Orinoquía;27;;1.0;base_principal
-4;SR-750;5;Pacífica;31;;1.0;base_principal
-4;SR-1L;6;Amazonía;32;;1.0;base_principal
-4;SR-1L;6;Andina;55;;1.0;base_principal
-4;SR-1L;6;Caribe;43;;1.0;base_principal
-4;SR-1L;6;Orinoquía;35;;1.0;base_principal
-4;SR-1L;6;Pacífica;39;;1.0;base_principal
-4;OP-750;7;Amazonía;30;;1.0;base_principal
-4;OP-750;7;Andina;44;;1.0;base_principal
-4;OP-750;7;Caribe;43;;1.0;base_principal
-4;OP-750;7;Orinoquía;31;;1.0;base_principal
-4;OP-750;7;Pacífica;35;;1.0;base_principal
-4;OP-1L;8;Amazonía;60;;1.0;base_principal
-4;OP-1L;8;Andina;95;;1.0;base_principal
-4;OP-1L;8;Caribe;75;;1.0;base_principal
-4;OP-1L;8;Orinoquía;67;;1.0;base_principal
-4;OP-1L;8;Pacífica;70;;1.0;base_principal
-3;SV-750;1;Amazonía;50;;1.0;base_principal
-3;SV-750;1;Andina;75;;1.0;base_principal
-3;SV-750;1;Caribe;74;;1.0;base_principal
-3;SV-750;1;Orinoquía;65;;1.0;base_principal
-3;SV-750;1;Pacífica;67;;1.0;base_principal
-3;SV-1L;2;Amazonía;46;;1.0;base_principal
-3;SV-1L;2;Andina;87;;1.0;base_principal
-3;SV-1L;2;Caribe;80;;1.0;base_principal
-3;SV-1L;2;Orinoquía;57;;1.0;base_principal
-3;SV-1L;2;Pacífica;71;;1.0;base_principal
-3;ED-750;3;Amazonía;31;;1.0;base_principal
-3;ED-750;3;Andina;50;;1.0;base_principal
-3;ED-750;3;Caribe;46;;1.0;base_principal
-3;ED-750;3;Orinoquía;34;;1.0;base_principal
-3;ED-750;3;Pacífica;44;;1.0;base_principal
-3;ED-1L;4;Amazonía;25;;1.0;base_principal
-3;ED-1L;4;Andina;53;;1.0;base_principal
-3;ED-1L;4;Caribe;44;;1.0;base_principal
-3;ED-1L;4;Orinoquía;35;;1.0;base_principal
-3;ED-1L;4;Pacífica;39;;1.0;base_principal
-3;SR-750;5;Amazonía;30;;1.0;base_principal
-3;SR-750;5;Andina;54;;1.0;base_principal
-3;SR-750;5;Caribe;45;;1.0;base_principal
-3;SR-750;5;Orinoquía;34;;1.0;base_principal
-3;SR-750;5;Pacífica;44;;1.0;base_principal
-3;SR-1L;6;Amazonía;16;;1.0;base_principal
-3;SR-1L;6;Andina;23;;1.0;base_principal
-3;SR-1L;6;Caribe;21;;1.0;base_principal
-3;SR-1L;6;Orinoquía;17;;1.0;base_principal
-3;SR-1L;6;Pacífica;18;;1.0;base_principal
-3;OP-750;7;Amazonía;31;;1.0;base_principal
-3;OP-750;7;Andina;52;;1.0;base_principal
-3;OP-750;7;Caribe;48;;1.0;base_principal
-3;OP-750;7;Orinoquía;37;;1.0;base_principal
-3;OP-750;7;Pacífica;44;;1.0;base_principal
-3;OP-1L;8;Amazonía;23;;1.0;base_principal
-3;OP-1L;8;Andina;49;;1.0;base_principal
-3;OP-1L;8;Caribe;38;;1.0;base_principal
-3;OP-1L;8;Orinoquía;27;;1.0;base_principal
-3;OP-1L;8;Pacífica;36;;1.0;base_principal
-2;SV-750;1;Amazonía;26;;1.0;base_principal
-2;SV-750;1;Andina;56;;1.0;base_principal
-2;SV-750;1;Caribe;41;;1.0;base_principal
-2;SV-750;1;Orinoquía;34;;1.0;base_principal
-2;SV-750;1;Pacífica;35;;1.0;base_principal
-2;SV-1L;2;Amazonía;32;;1.0;base_principal
-2;SV-1L;2;Andina;50;;1.0;base_principal
-2;SV-1L;2;Caribe;46;;1.0;base_principal
-2;SV-1L;2;Orinoquía;42;;1.0;base_principal
-2;SV-1L;2;Pacífica;45;;1.0;base_principal
-2;ED-750;3;Amazonía;27;;1.0;base_principal
-2;ED-750;3;Andina;53;;1.0;base_principal
-2;ED-750;3;Caribe;41;;1.0;base_principal
-2;ED-750;3;Orinoquía;32;;1.0;base_principal
-2;ED-750;3;Pacífica;36;;1.0;base_principal
-2;ED-1L;4;Amazonía;31;;1.0;base_principal
-2;ED-1L;4;Andina;54;;1.0;base_principal
-2;ED-1L;4;Caribe;49;;1.0;base_principal
-2;ED-1L;4;Orinoquía;36;;1.0;base_principal
-2;ED-1L;4;Pacífica;46;;1.0;base_principal
-2;SR-750;5;Amazonía;33;;1.0;base_principal
-2;SR-750;5;Andina;51;;1.0;base_principal
-2;SR-750;5;Caribe;49;;1.0;base_principal
-2;SR-750;5;Orinoquía;37;;1.0;base_principal
-2;SR-750;5;Pacífica;43;;1.0;base_principal
-2;SR-1L;6;Amazonía;20;;1.0;base_principal
-2;SR-1L;6;Andina;49;;1.0;base_principal
-2;SR-1L;6;Caribe;42;;1.0;base_principal
-2;SR-1L;6;Orinoquía;27;;1.0;base_principal
-2;SR-1L;6;Pacífica;34;;1.0;base_principal
-2;OP-750;7;Amazonía;32;;1.0;base_principal
-2;OP-750;7;Andina;56;;1.0;base_principal
-2;OP-750;7;Caribe;49;;1.0;base_principal
-2;OP-750;7;Orinoquía;39;;1.0;base_principal
-2;OP-750;7;Pacífica;43;;1.0;base_principal
-2;OP-1L;8;Amazonía;27;;1.0;base_principal
-2;OP-1L;8;Andina;56;;1.0;base_principal
-2;OP-1L;8;Caribe;44;;1.0;base_principal
-2;OP-1L;8;Orinoquía;32;;1.0;base_principal
-2;OP-1L;8;Pacífica;42;;1.0;base_principal
-1;SV-750;1;Amazonía;37;;1.0;base_principal
-1;SV-750;1;Andina;55;;1.0;base_principal
-1;SV-750;1;Caribe;54;;1.0;base_principal
-1;SV-750;1;Orinoquía;41;;1.0;base_principal
-1;SV-750;1;Pacífica;50;;1.0;base_principal
-1;SV-1L;2;Amazonía;37;;1.0;base_principal
-1;SV-1L;2;Andina;66;;1.0;base_principal
-1;SV-1L;2;Caribe;56;;1.0;base_principal
-1;SV-1L;2;Orinoquía;44;;1.0;base_principal
-1;SV-1L;2;Pacífica;50;;1.0;base_principal
-1;ED-750;3;Amazonía;34;;1.0;base_principal
-1;ED-750;3;Andina;79;;1.0;base_principal
-1;ED-750;3;Caribe;64;;1.0;base_principal
-1;ED-750;3;Orinoquía;47;;1.0;base_principal
-1;ED-750;3;Pacífica;60;;1.0;base_principal
-1;ED-1L;4;Amazonía;35;;1.0;base_principal
-1;ED-1L;4;Andina;56;;1.0;base_principal
-1;ED-1L;4;Caribe;51;;1.0;base_principal
-1;ED-1L;4;Orinoquía;38;;1.0;base_principal
-1;ED-1L;4;Pacífica;49;;1.0;base_principal
-1;SR-750;5;Amazonía;22;;1.0;base_principal
-1;SR-750;5;Andina;47;;1.0;base_principal
-1;SR-750;5;Caribe;38;;1.0;base_principal
-1;SR-750;5;Orinoquía;26;;1.0;base_principal
-1;SR-750;5;Pacífica;28;;1.0;base_principal
-1;SR-1L;6;Amazonía;35;;1.0;base_principal
-1;SR-1L;6;Andina;56;;1.0;base_principal
-1;SR-1L;6;Caribe;54;;1.0;base_principal
-1;SR-1L;6;Orinoquía;40;;1.0;base_principal
-1;SR-1L;6;Pacífica;51;;1.0;base_principal
-1;OP-750;7;Amazonía;26;;1.0;base_principal
-1;OP-750;7;Andina;54;;1.0;base_principal
-1;OP-750;7;Caribe;48;;1.0;base_principal
-1;OP-750;7;Orinoquía;30;;1.0;base_principal
-1;OP-750;7;Pacífica;37;;1.0;base_principal
-1;OP-1L;8;Amazonía;28;;1.0;base_principal
-1;OP-1L;8;Andina;57;;1.0;base_principal
-1;OP-1L;8;Caribe;45;;1.0;base_principal
-1;OP-1L;8;Orinoquía;35;;1.0;base_principal
-1;OP-1L;8;Pacífica;41;;1.0;base_principal
1;SV-750;1;Amazonía;32;;1.0;base_principal
1;SV-750;1;Andina;45;;1.0;base_principal
1;SV-750;1;Caribe;41;;1.0;base_principal
1;SV-750;1;Orinoquía;35;;1.0;base_principal
1;SV-750;1;Pacífica;37;;1.0;base_principal
1;SV-1L;2;Amazonía;29;;1.0;base_principal
1;SV-1L;2;Andina;53;;1.0;base_principal
1;SV-1L;2;Caribe;48;;1.0;base_principal
1;SV-1L;2;Orinoquía;35;;1.0;base_principal
1;SV-1L;2;Pacífica;41;;1.0;base_principal
1;ED-750;3;Amazonía;26;;1.0;base_principal
1;ED-750;3;Andina;51;;1.0;base_principal
1;ED-750;3;Caribe;47;;1.0;base_principal
1;ED-750;3;Orinoquía;32;;1.0;base_principal
1;ED-750;3;Pacífica;41;;1.0;base_principal
1;ED-1L;4;Amazonía;44;;1.0;base_principal
1;ED-1L;4;Andina;58;;1.0;base_principal
1;ED-1L;4;Caribe;49;;1.0;base_principal
1;ED-1L;4;Orinoquía;45;;1.0;base_principal
1;ED-1L;4;Pacífica;48;;1.0;base_principal
1;SR-750;5;Amazonía;26;;1.0;base_principal
1;SR-750;5;Andina;46;;1.0;base_principal
1;SR-750;5;Caribe;44;;1.0;base_principal
1;SR-750;5;Orinoquía;34;;1.0;base_principal
1;SR-750;5;Pacífica;40;;1.0;base_principal
1;SR-1L;6;Amazonía;27;;1.0;base_principal
1;SR-1L;6;Andina;50;;1.0;base_principal
1;SR-1L;6;Caribe;41;;1.0;base_principal
1;SR-1L;6;Orinoquía;35;;1.0;base_principal
1;SR-1L;6;Pacífica;40;;1.0;base_principal
1;OP-750;7;Amazonía;13;;1.0;base_principal
1;OP-750;7;Andina;25;;1.0;base_principal
1;OP-750;7;Caribe;22;;1.0;base_principal
1;OP-750;7;Orinoquía;17;;1.0;base_principal
1;OP-750;7;Pacífica;20;;1.0;base_principal
1;OP-1L;8;Amazonía;22;;1.0;base_principal
1;OP-1L;8;Andina;45;;1.0;base_principal
1;OP-1L;8;Caribe;41;;1.0;base_principal
1;OP-1L;8;Orinoquía;27;;1.0;base_principal
1;OP-1L;8;Pacífica;36;;1.0;base_principal
2;SV-750;1;Amazonía;52;;1.0;base_principal
2;SV-750;1;Andina;88;;1.0;base_principal
2;SV-750;1;Caribe;74;;1.0;base_principal
2;SV-750;1;Orinoquía;55;;1.0;base_principal
2;SV-750;1;Pacífica;65;;1.0;base_principal
2;SV-1L;2;Amazonía;31;;1.0;base_principal
2;SV-1L;2;Andina;49;;1.0;base_principal
2;SV-1L;2;Caribe;42;;1.0;base_principal
2;SV-1L;2;Orinoquía;32;;1.0;base_principal
2;SV-1L;2;Pacífica;35;;1.0;base_principal
2;ED-750;3;Amazonía;33;;1.0;base_principal
2;ED-750;3;Andina;51;;1.0;base_principal
2;ED-750;3;Caribe;50;;1.0;base_principal
2;ED-750;3;Orinoquía;36;;1.0;base_principal
2;ED-750;3;Pacífica;44;;1.0;base_principal
2;ED-1L;4;Amazonía;32;;1.0;base_principal
2;ED-1L;4;Andina;54;;1.0;base_principal
2;ED-1L;4;Caribe;45;;1.0;base_principal
2;ED-1L;4;Orinoquía;38;;1.0;base_principal
2;ED-1L;4;Pacífica;39;;1.0;base_principal
2;SR-750;5;Amazonía;43;;1.0;base_principal
2;SR-750;5;Andina;75;;1.0;base_principal
2;SR-750;5;Caribe;65;;1.0;base_principal
2;SR-750;5;Orinoquía;50;;1.0;base_principal
2;SR-750;5;Pacífica;57;;1.0;base_principal
2;SR-1L;6;Amazonía;29;;1.0;base_principal
2;SR-1L;6;Andina;51;;1.0;base_principal
2;SR-1L;6;Caribe;47;;1.0;base_principal
2;SR-1L;6;Orinoquía;33;;1.0;base_principal
2;SR-1L;6;Pacífica;36;;1.0;base_principal
2;OP-750;7;Amazonía;33;;1.0;base_principal
2;OP-750;7;Andina;57;;1.0;base_principal
2;OP-750;7;Caribe;49;;1.0;base_principal
2;OP-750;7;Orinoquía;34;;1.0;base_principal
2;OP-750;7;Pacífica;38;;1.0;base_principal
2;OP-1L;8;Amazonía;36;;1.0;base_principal
2;OP-1L;8;Andina;47;;1.0;base_principal
2;OP-1L;8;Caribe;45;;1.0;base_principal
2;OP-1L;8;Orinoquía;39;;1.0;base_principal
2;OP-1L;8;Pacífica;42;;1.0;base_principal
3;SV-750;1;Amazonía;29;;1.0;base_principal
3;SV-750;1;Andina;55;;1.0;base_principal
3;SV-750;1;Caribe;47;;1.0;base_principal
3;SV-750;1;Orinoquía;34;;1.0;base_principal
3;SV-750;1;Pacífica;39;;1.0;base_principal
3;SV-1L;2;Amazonía;30;;1.0;base_principal
3;SV-1L;2;Andina;54;;1.0;base_principal
3;SV-1L;2;Caribe;48;;1.0;base_principal
3;SV-1L;2;Orinoquía;34;;1.0;base_principal
3;SV-1L;2;Pacífica;40;;1.0;base_principal
3;ED-750;3;Amazonía;29;;1.0;base_principal
3;ED-750;3;Andina;55;;1.0;base_principal
3;ED-750;3;Caribe;44;;1.0;base_principal
3;ED-750;3;Orinoquía;37;;1.0;base_principal
3;ED-750;3;Pacífica;38;;1.0;base_principal
3;ED-1L;4;Amazonía;37;;1.0;base_principal
3;ED-1L;4;Andina;57;;1.0;base_principal
3;ED-1L;4;Caribe;50;;1.0;base_principal
3;ED-1L;4;Orinoquía;41;;1.0;base_principal
3;ED-1L;4;Pacífica;48;;1.0;base_principal
3;SR-750;5;Amazonía;36;;1.0;base_principal
3;SR-750;5;Andina;60;;1.0;base_principal
3;SR-750;5;Caribe;49;;1.0;base_principal
3;SR-750;5;Orinoquía;43;;1.0;base_principal
3;SR-750;5;Pacífica;45;;1.0;base_principal
3;SR-1L;6;Amazonía;29;;1.0;base_principal
3;SR-1L;6;Andina;52;;1.0;base_principal
3;SR-1L;6;Caribe;38;;1.0;base_principal
3;SR-1L;6;Orinoquía;32;;1.0;base_principal
3;SR-1L;6;Pacífica;37;;1.0;base_principal
3;OP-750;7;Amazonía;48;;1.0;base_principal
3;OP-750;7;Andina;81;;1.0;base_principal
3;OP-750;7;Caribe;73;;1.0;base_principal
3;OP-750;7;Orinoquía;56;;1.0;base_principal
3;OP-750;7;Pacífica;68;;1.0;base_principal
3;OP-1L;8;Amazonía;30;;1.0;base_principal
3;OP-1L;8;Andina;48;;1.0;base_principal
3;OP-1L;8;Caribe;38;;1.0;base_principal
3;OP-1L;8;Orinoquía;32;;1.0;base_principal
3;OP-1L;8;Pacífica;35;;1.0;base_principal
4;SV-750;1;Amazonía;29;;1.0;base_principal
4;SV-750;1;Andina;47;;1.0;base_principal
4;SV-750;1;Caribe;41;;1.0;base_principal
4;SV-750;1;Orinoquía;35;;1.0;base_principal
4;SV-750;1;Pacífica;38;;1.0;base_principal
4;SV-1L;2;Amazonía;9;;1.0;base_principal
4;SV-1L;2;Andina;23;;1.0;base_principal
4;SV-1L;2;Caribe;18;;1.0;base_principal
4;SV-1L;2;Orinoquía;11;;1.0;base_principal
4;SV-1L;2;Pacífica;14;;1.0;base_principal
4;ED-750;3;Amazonía;26;;1.0;base_principal
4;ED-750;3;Andina;50;;1.0;base_principal
4;ED-750;3;Caribe;37;;1.0;base_principal
4;ED-750;3;Orinoquía;29;;1.0;base_principal
4;ED-750;3;Pacífica;33;;1.0;base_principal
4;ED-1L;4;Amazonía;29;;1.0;base_principal
4;ED-1L;4;Andina;58;;1.0;base_principal
4;ED-1L;4;Caribe;42;;1.0;base_principal
4;ED-1L;4;Orinoquía;32;;1.0;base_principal
4;ED-1L;4;Pacífica;39;;1.0;base_principal
4;SR-750;5;Amazonía;41;;1.0;base_principal
4;SR-750;5;Andina;51;;1.0;base_principal
4;SR-750;5;Caribe;49;;1.0;base_principal
4;SR-750;5;Orinoquía;44;;1.0;base_principal
4;SR-750;5;Pacífica;46;;1.0;base_principal
4;SR-1L;6;Amazonía;27;;1.0;base_principal
4;SR-1L;6;Andina;48;;1.0;base_principal
4;SR-1L;6;Caribe;44;;1.0;base_principal
4;SR-1L;6;Orinoquía;32;;1.0;base_principal
4;SR-1L;6;Pacífica;34;;1.0;base_principal
4;OP-750;7;Amazonía;32;;1.0;base_principal
4;OP-750;7;Andina;46;;1.0;base_principal
4;OP-750;7;Caribe;42;;1.0;base_principal
4;OP-750;7;Orinoquía;34;;1.0;base_principal
4;OP-750;7;Pacífica;37;;1.0;base_principal
4;OP-1L;8;Amazonía;28;;1.0;base_principal
4;OP-1L;8;Andina;46;;1.0;base_principal
4;OP-1L;8;Caribe;44;;1.0;base_principal
4;OP-1L;8;Orinoquía;29;;1.0;base_principal
4;OP-1L;8;Pacífica;39;;1.0;base_principal
5;SV-750;1;Amazonía;30;;1.0;base_principal
5;SV-750;1;Andina;58;;1.0;base_principal
5;SV-750;1;Caribe;52;;1.0;base_principal
5;SV-750;1;Orinoquía;42;;1.0;base_principal
5;SV-750;1;Pacífica;43;;1.0;base_principal
5;SV-1L;2;Amazonía;46;;1.0;base_principal
5;SV-1L;2;Andina;71;;1.0;base_principal
5;SV-1L;2;Caribe;66;;1.0;base_principal
5;SV-1L;2;Orinoquía;50;;1.0;base_principal
5;SV-1L;2;Pacífica;52;;1.0;base_principal
5;ED-750;3;Amazonía;33;;1.0;base_principal
5;ED-750;3;Andina;50;;1.0;base_principal
5;ED-750;3;Caribe;46;;1.0;base_principal
5;ED-750;3;Orinoquía;36;;1.0;base_principal
5;ED-750;3;Pacífica;42;;1.0;base_principal
5;ED-1L;4;Amazonía;37;;1.0;base_principal
5;ED-1L;4;Andina;60;;1.0;base_principal
5;ED-1L;4;Caribe;52;;1.0;base_principal
5;ED-1L;4;Orinoquía;42;;1.0;base_principal
5;ED-1L;4;Pacífica;46;;1.0;base_principal
5;SR-750;5;Amazonía;26;;1.0;base_principal
5;SR-750;5;Andina;54;;1.0;base_principal
5;SR-750;5;Caribe;41;;1.0;base_principal
5;SR-750;5;Orinoquía;35;;1.0;base_principal
5;SR-750;5;Pacífica;37;;1.0;base_principal
5;SR-1L;6;Amazonía;31;;1.0;base_principal
5;SR-1L;6;Andina;56;;1.0;base_principal
5;SR-1L;6;Caribe;48;;1.0;base_principal
5;SR-1L;6;Orinoquía;36;;1.0;base_principal
5;SR-1L;6;Pacífica;38;;1.0;base_principal
5;OP-750;7;Amazonía;27;;1.0;base_principal
5;OP-750;7;Andina;52;;1.0;base_principal
5;OP-750;7;Caribe;41;;1.0;base_principal
5;OP-750;7;Orinoquía;29;;1.0;base_principal
5;OP-750;7;Pacífica;34;;1.0;base_principal
5;OP-1L;8;Amazonía;32;;1.0;base_principal
5;OP-1L;8;Andina;52;;1.0;base_principal
5;OP-1L;8;Caribe;48;;1.0;base_principal
5;OP-1L;8;Orinoquía;33;;1.0;base_principal
5;OP-1L;8;Pacífica;42;;1.0;base_principal
6;SV-750;1;Amazonía;30;;1.0;base_principal
6;SV-750;1;Andina;54;;1.0;base_principal
6;SV-750;1;Caribe;46;;1.0;base_principal
6;SV-750;1;Orinoquía;33;;1.0;base_principal
6;SV-750;1;Pacífica;38;;1.0;base_principal
6;SV-1L;2;Amazonía;57;;1.0;base_principal
6;SV-1L;2;Andina;83;;1.0;base_principal
6;SV-1L;2;Caribe;82;;1.0;base_principal
6;SV-1L;2;Orinoquía;59;;1.0;base_principal
6;SV-1L;2;Pacífica;78;;1.0;base_principal
6;ED-750;3;Amazonía;17;;1.0;base_principal
6;ED-750;3;Andina;30;;1.0;base_principal
6;ED-750;3;Caribe;27;;1.0;base_principal
6;ED-750;3;Orinoquía;21;;1.0;base_principal
6;ED-750;3;Pacífica;22;;1.0;base_principal
6;ED-1L;4;Amazonía;26;;1.0;base_principal
6;ED-1L;4;Andina;55;;1.0;base_principal
6;ED-1L;4;Caribe;38;;1.0;base_principal
6;ED-1L;4;Orinoquía;29;;1.0;base_principal
6;ED-1L;4;Pacífica;36;;1.0;base_principal
6;SR-750;5;Amazonía;33;;1.0;base_principal
6;SR-750;5;Andina;54;;1.0;base_principal
6;SR-750;5;Caribe;48;;1.0;base_principal
6;SR-750;5;Orinoquía;36;;1.0;base_principal
6;SR-750;5;Pacífica;37;;1.0;base_principal
6;SR-1L;6;Amazonía;33;;1.0;base_principal
6;SR-1L;6;Andina;58;;1.0;base_principal
6;SR-1L;6;Caribe;44;;1.0;base_principal
6;SR-1L;6;Orinoquía;37;;1.0;base_principal
6;SR-1L;6;Pacífica;42;;1.0;base_principal
6;OP-750;7;Amazonía;24;;1.0;base_principal
6;OP-750;7;Andina;41;;1.0;base_principal
6;OP-750;7;Caribe;40;;1.0;base_principal
6;OP-750;7;Orinoquía;26;;1.0;base_principal
6;OP-750;7;Pacífica;35;;1.0;base_principal
6;OP-1L;8;Amazonía;25;;1.0;base_principal
6;OP-1L;8;Andina;54;;1.0;base_principal
6;OP-1L;8;Caribe;39;;1.0;base_principal
6;OP-1L;8;Orinoquía;29;;1.0;base_principal
6;OP-1L;8;Pacífica;37;;1.0;base_principal
7;SV-750;1;Amazonía;30;;1.0;base_principal
7;SV-750;1;Andina;47;;1.0;base_principal
7;SV-750;1;Caribe;40;;1.0;base_principal
7;SV-750;1;Orinoquía;33;;1.0;base_principal
7;SV-750;1;Pacífica;39;;1.0;base_principal
7;SV-1L;2;Amazonía;25;;1.0;base_principal
7;SV-1L;2;Andina;52;;1.0;base_principal
7;SV-1L;2;Caribe;36;;1.0;base_principal
7;SV-1L;2;Orinoquía;29;;1.0;base_principal
7;SV-1L;2;Pacífica;34;;1.0;base_principal
7;ED-750;3;Amazonía;24;;1.0;base_principal
7;ED-750;3;Andina;35;;1.0;base_principal
7;ED-750;3;Caribe;30;;1.0;base_principal
7;ED-750;3;Orinoquía;26;;1.0;base_principal
7;ED-750;3;Pacífica;28;;1.0;base_principal
7;ED-1L;4;Amazonía;31;;1.0;base_principal
7;ED-1L;4;Andina;49;;1.0;base_principal
7;ED-1L;4;Caribe;47;;1.0;base_principal
7;ED-1L;4;Orinoquía;34;;1.0;base_principal
7;ED-1L;4;Pacífica;38;;1.0;base_principal
7;SR-750;5;Amazonía;12;;1.0;base_principal
7;SR-750;5;Andina;27;;1.0;base_principal
7;SR-750;5;Caribe;25;;1.0;base_principal
7;SR-750;5;Orinoquía;16;;1.0;base_principal
7;SR-750;5;Pacífica;20;;1.0;base_principal
7;SR-1L;6;Amazonía;20;;1.0;base_principal
7;SR-1L;6;Andina;42;;1.0;base_principal
7;SR-1L;6;Caribe;34;;1.0;base_principal
7;SR-1L;6;Orinoquía;24;;1.0;base_principal
7;SR-1L;6;Pacífica;31;;1.0;base_principal
7;OP-750;7;Amazonía;25;;1.0;base_principal
7;OP-750;7;Andina;43;;1.0;base_principal
7;OP-750;7;Caribe;34;;1.0;base_principal
7;OP-750;7;Orinoquía;27;;1.0;base_principal
7;OP-750;7;Pacífica;29;;1.0;base_principal
7;OP-1L;8;Amazonía;29;;1.0;base_principal
7;OP-1L;8;Andina;53;;1.0;base_principal
7;OP-1L;8;Caribe;49;;1.0;base_principal
7;OP-1L;8;Orinoquía;33;;1.0;base_principal
7;OP-1L;8;Pacífica;40;;1.0;base_principal
8;SV-750;1;Amazonía;35;;1.0;base_principal
8;SV-750;1;Andina;60;;1.0;base_principal
8;SV-750;1;Caribe;52;;1.0;base_principal
8;SV-750;1;Orinoquía;38;;1.0;base_principal
8;SV-750;1;Pacífica;41;;1.0;base_principal
8;SV-1L;2;Amazonía;39;;1.0;base_principal
8;SV-1L;2;Andina;60;;1.0;base_principal
8;SV-1L;2;Caribe;58;;1.0;base_principal
8;SV-1L;2;Orinoquía;46;;1.0;base_principal
8;SV-1L;2;Pacífica;50;;1.0;base_principal
8;ED-750;3;Amazonía;21;;1.0;base_principal
8;ED-750;3;Andina;47;;1.0;base_principal
8;ED-750;3;Caribe;38;;1.0;base_principal
8;ED-750;3;Orinoquía;26;;1.0;base_principal
8;ED-750;3;Pacífica;32;;1.0;base_principal
8;ED-1L;4;Amazonía;22;;1.0;base_principal
8;ED-1L;4;Andina;51;;1.0;base_principal
